document_nid,document_title,document_expense_year,document_expense_month,document_published_date,document_source_url,list_sources,source_file,sheet_name,source_row_number,expense_no,spent_at_raw,spent_date,place_raw,merchant_name,address,purpose,amount_krw,people,payment_method,expense_category,is_food_related,food_include_keyword,food_exclude_keyword
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,6,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 정책 추진 관련 의견수렴 간담회,390000,시장 외 12명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,7,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 주요 현안 검토 간담회,150000,시장 외 4명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,8,,,,일품당 프리미엄(서울특별시 종로구 새문안로5가길 7),일품당 프리미엄,서울특별시 종로구 새문안로5가길 7,시정 현안 관련 업무협의 간담회,376000,시장 외 7명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,9,,,,초록과일(서울특별시 강동구 상암로11길 12),초록과일,서울특별시 강동구 상암로11길 12,현안업무 추진 직원 격려 간식 비용 지급,895000,대외협력과 직원 등 41명,카드,현업-우수부서 격려 등,True,간식,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,10,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 정책 추진현황 등 점검 간담회,240000,시장 외 7명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,11,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 의견수렴 간담회,420000,시장 외 13명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,14,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 전문가 자문 간담회,480000,시장 외 15명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,15,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 시책사업 추진 방안 논의 간담회,150000,시장 외 4명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,16,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 주요 현안 검토 간담회,120000,시장 외 3명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,17,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 현안 관련 관계자 업무협의 간담회,180000,시장 외 5명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,18,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 정책 추진 관련 의견수렴 간담회,270000,시장 외 8명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,19,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 현안 관련 관계자 업무협의 간담회,90000,시장 외 2명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,20,,,,밀밭정원(서울특별시 마포구 마포대로16길 13),밀밭정원,서울특별시 마포구 마포대로16길 13,시정 현안 관련 업무협의 간담회,80000,시장 외 2명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,21,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 정책 추진현황 등 점검 간담회,120000,시장 외 3명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,22,,,,초록애(서울특별시 동작구 여의대방로54길 5),초록애,서울특별시 동작구 여의대방로54길 5,주요 현안 관련 관계자 업무협의 간담회,152000,시장 외 6명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,23,,,,인사동보리밥(서울특별시 종로구 인사동7길 37),인사동보리밥,서울특별시 종로구 인사동7길 37,주요 시책사업 추진 방안 논의 간담회,144700,시장 외 7명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,24,,,,홍두깨칼국수(서울특별시 중구 퇴계로85길 11),홍두깨칼국수,서울특별시 중구 퇴계로85길 11,시책사업 추진 관련 업무협의 간담회,66000,시장 외 5명,카드,시정 관련 간담회 등,True,국수,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,25,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 정책 추진 관련 의견수렴 간담회,210000,시장 외 6명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,26,,,,이루팜(서울특별시 서초구 서초대로 301),이루팜,서울특별시 서초구 서초대로 301,현안업무 추진 직원 격려 간식 비용 지급,375000,고독대응과 직원 등 20명,카드,현업-우수부서 격려 등,True,간식,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,27,,,,최순옥명품국밥(서울특별시 노원구 상계로12길 48),최순옥명품국밥,서울특별시 노원구 상계로12길 48,시정 현안 관련 의견수렴 간담회,133000,시장 외 7명,카드,현업-우수부서 격려 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,28,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진을 위한 유관기관 관계자 간담회,420000,시장 외 13명,카드,시정 관련 간담회 등,True,간담회,
36044953,2026년 4월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,4,2026-05-08,https://opengov.seoul.go.kr/expense/36044953,dept_6110001;monthly_mayor_2026_04;search_seoul_special_mayor,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx,업무추진비,29,,,,유크리(서울특별시 도봉구 도봉로114길 46),유크리,서울특별시 도봉구 도봉로114길 46,시책사업 추진 관련 의견수렴 간담회,134500,시장 외 9명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,6,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 주요 현안 검토 간담회,150000,시장 외 4명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,7,,,,오복수산참치(서울특별시 중구 무교로 21),오복수산참치,서울특별시 중구 무교로 21,주요 정책 추진현황 등 점검 간담회,172000,시장 외 4명,카드,현업-우수부서 격려 등,True,참치,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,8,,,,이루팜(서울특별시 서초구 서초대로 301),이루팜,서울특별시 서초구 서초대로 301,현안업무 추진 직원 격려 간식 비용 지급,600000,저출생담당관 직원 등 32명,카드,현업-우수부서 격려 등,True,간식,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,9,,,,소문난 의정부 부대찌개(서울특별시 동대문구 제기로2길 6),소문난 의정부 부대찌개,서울특별시 동대문구 제기로2길 6,시책사업 추진 관련 의견수렴 간담회,132000,시장 외 10명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,10,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 홍보를 위한 관계자 소통 간담회,300000,시장 외 9명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,11,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 업무협의 간담회,100000,시장 외 3명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,12,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 정책 추진 관련 의견수렴 간담회,210000,시장 외 6명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,13,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 주요 현안 검토 간담회,120000,시장 외 3명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,14,,,,푸에르코(서울특별시 중구 무교로 21),푸에르코,서울특별시 중구 무교로 21,시책사업 추진 관련 의견수렴 간담회,360000,시장 외 11명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,15,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 현안 관련 업무협의 간담회,390000,시장 외 12명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,16,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 주요 현안 검토 간담회,150000,시장 외 4명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,17,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 정책 추진 관련 의견수렴 간담회,210000,시장 외 6명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,18,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 유관단체 관계자 간담회,1080000,시장 외 35명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,19,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,시책사업 홍보를 위한 관계자 소통 간담회,210000,시장 외 6명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,20,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 현안 관련 관계자 업무협의 간담회,360000,시장 외 11명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,21,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 현안 관련 전문가 자문 간담회,100000,시장 외 3명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,22,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 정책 추진 관련 의견수렴 간담회,300000,시장 외 9명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,23,,,,카페총각(서울특별시 중구 다산로46길 17),카페총각,서울특별시 중구 다산로46길 17,현안업무 추진 직원 격려 간식 비용 지급,902800,청년정책담당관 직원 등 65명,카드,현업-우수부서 격려 등,True,간식,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,24,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 의견수렴 간담회,390000,시장 외 12명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,25,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,시책사업 홍보를 위한 관계자 소통 간담회,300000,시장 외 9명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,26,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시정 현안 관련 업무협의 간담회,330000,시장 외 10명,카드,현업-우수부서 격려 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,27,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,주요 시책사업 추진 방안 논의 간담회,360000,시장 외 11명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,28,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,시책사업 추진 관련 의견수렴 간담회,270000,시장 외 8명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,29,,,,아나스카페앤베이커리(서울특별시 동작구 만양로 87),아나스카페앤베이커리,서울특별시 동작구 만양로 87,현안업무 추진 직원 격려 간식 비용 지급,414200,도시공간전략과 직원 등 33명,카드,현업-우수부서 격려 등,True,간식,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,30,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 홍보를 위한 관계자 소통 간담회,390000,시장 외 12명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,31,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,주요 정책 추진 관련 의견수렴 간담회,210000,시장 외 6명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,32,,,,서울시청 간담회장(서울특별시 중구 세종대로 110),서울시청 간담회장,서울특별시 중구 세종대로 110,시책사업 추진 관련 유관단체 관계자 간담회,390000,시장 외 12명,카드,시정 관련 간담회 등,True,간담회,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,33,,,,쌀베베(서울특별시 중구 서소문로 89-20),쌀베베,서울특별시 중구 서소문로 89-20,현안업무 추진 직원 격려 간식 비용 지급,410600,도시계획상임기획과 직원 등 22명,카드,현업-우수부서 격려 등,True,간식,
35845475,2026년 3월 서울시본청 서울특별시장 업무추진비 - 기관운영 시책추진,2026,3,2026-04-09,https://opengov.seoul.go.kr/expense/35845475,dept_6110001;monthly_mayor_2026_03;search_seoul_special_mayor,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx,업무추진비,34,,,,서울시청 간담회장(서울특별시 용산구 한남대로 138),서울시청 간담회장,서울특별시 용산구 한남대로 138,시정 현안 관련 업무협의 간담회,1080000,시장 외 35명,카드,현업-우수부서 격려 등,True,간담회,
