document_nid,filename,fid,uri,download_url,local_path
36271396,2026년 5월 업무추진비 집행내역 공개.xlsx,236924,/sites/default/files/expense_new/202606/236924.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=36271396&dtype=basic&rid=&fid=236924&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202606%2F236924.xlsx&dname=2026%EB%85%84+5%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202605_36271396_236924_2026년_5월_업무추진비_집행내역_공개.xlsx
36044953,2026년 4월 업무추진비 집행내역 공개.xlsx,235739,/sites/default/files/expense_new/202605/235739.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=36044953&dtype=basic&rid=&fid=235739&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202605%2F235739.xlsx&dname=2026%EB%85%84+4%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202604_36044953_235739_2026년_4월_업무추진비_집행내역_공개.xlsx
35845475,2026년 3월 업무추진비 집행내역 공개.xlsx,234574,/sites/default/files/expense_new/202604/234574.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=35845475&dtype=basic&rid=&fid=234574&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202604%2F234574.xlsx&dname=2026%EB%85%84+3%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202603_35845475_234574_2026년_3월_업무추진비_집행내역_공개.xlsx
35595091,2026년 2월 업무추진비 집행내역 공개.xlsx,233619,/sites/default/files/expense_new/202603/233619.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=35595091&dtype=basic&rid=&fid=233619&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202603%2F233619.xlsx&dname=2026%EB%85%84+2%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202602_35595091_233619_2026년_2월_업무추진비_집행내역_공개.xlsx
35434661,2026년 1월 업무추진비 집행내역 공개.xlsx,232605,/sites/default/files/expense_new/202602/232605.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=35434661&dtype=basic&rid=&fid=232605&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202602%2F232605.xlsx&dname=2026%EB%85%84+1%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202601_35434661_232605_2026년_1월_업무추진비_집행내역_공개.xlsx
35175495,2025년 12월 업무추진비 집행내역 공개.xlsx,230848,/sites/default/files/expense_new/202601/230848.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=35175495&dtype=basic&rid=&fid=230848&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202601%2F230848.xlsx&dname=2025%EB%85%84+12%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202512_35175495_230848_2025년_12월_업무추진비_집행내역_공개.xlsx
34939673,2025년 11월 업무추진비 집행내역 공개.xlsx,230120,/sites/default/files/expense_new/202512/230120.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=34939673&dtype=basic&rid=&fid=230120&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202512%2F230120.xlsx&dname=2025%EB%85%84+11%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202511_34939673_230120_2025년_11월_업무추진비_집행내역_공개.xlsx
34711204,2025년 10월 업무추진비 집행내역 공개.xlsx,229206,/sites/default/files/expense_new/202511/229206.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=34711204&dtype=basic&rid=&fid=229206&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202511%2F229206.xlsx&dname=2025%EB%85%84+10%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202510_34711204_229206_2025년_10월_업무추진비_집행내역_공개.xlsx
34483985,2025년 9월 업무추진비 집행내역 공개.xlsx,228236,/sites/default/files/expense_new/202510/228236.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=34483985&dtype=basic&rid=&fid=228236&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202510%2F228236.xlsx&dname=2025%EB%85%84+9%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202509_34483985_228236_2025년_9월_업무추진비_집행내역_공개.xlsx
34299595,2025년 8월 업무추진비 집행내역 공개.xlsx,227326,/sites/default/files/expense_new/202509/227326.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=34299595&dtype=basic&rid=&fid=227326&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202509%2F227326.xlsx&dname=2025%EB%85%84+8%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202508_34299595_227326_2025년_8월_업무추진비_집행내역_공개.xlsx
34077501,2025년 7월 업무추진비 집행내역 공개.xlsx,226264,/sites/default/files/expense_new/202508/226264.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=34077501&dtype=basic&rid=&fid=226264&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202508%2F226264.xlsx&dname=2025%EB%85%84+7%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202507_34077501_226264_2025년_7월_업무추진비_집행내역_공개.xlsx
33857935,2025년 6월 업무추진비 집행내역 공개.xlsx,225224,/sites/default/files/expense_new/202507/225224.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=33857935&dtype=basic&rid=&fid=225224&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202507%2F225224.xlsx&dname=2025%EB%85%84+6%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202506_33857935_225224_2025년_6월_업무추진비_집행내역_공개.xlsx
33624112,2025년 5월 업무추진비 집행내역 공개.xlsx,224354,/sites/default/files/expense_new/202506/224354.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=33624112&dtype=basic&rid=&fid=224354&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202506%2F224354.xlsx&dname=2025%EB%85%84+5%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202505_33624112_224354_2025년_5월_업무추진비_집행내역_공개.xlsx
33429127,2025년 4월 업무추진비 집행내역 공개.xlsx,223529,/sites/default/files/expense_new/202505/223529.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=33429127&dtype=basic&rid=&fid=223529&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202505%2F223529.xlsx&dname=2025%EB%85%84+4%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202504_33429127_223529_2025년_4월_업무추진비_집행내역_공개.xlsx
33153767,2025년 3월 업무추진비 집행내역 공개.xlsx,222687,/sites/default/files/expense_new/202504/222687.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=33153767&dtype=basic&rid=&fid=222687&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202504%2F222687.xlsx&dname=2025%EB%85%84+3%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202503_33153767_222687_2025년_3월_업무추진비_집행내역_공개.xlsx
32985423,2025년 2월 업무추진비 집행내역 공개.xlsx,221531,/sites/default/files/expense_new/202503/221531.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=32985423&dtype=basic&rid=&fid=221531&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202503%2F221531.xlsx&dname=2025%EB%85%84+2%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202502_32985423_221531_2025년_2월_업무추진비_집행내역_공개.xlsx
32793654,2025년 1월 업무추진비 집행내역 공개.xlsx,220557,/sites/default/files/expense_new/202502/220557.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=32793654&dtype=basic&rid=&fid=220557&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202502%2F220557.xlsx&dname=2025%EB%85%84+1%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202501_32793654_220557_2025년_1월_업무추진비_집행내역_공개.xlsx
32608445,2024년 12월 업무추진비 집행내역 공개.xlsx,219310,/sites/default/files/expense_new/202501/219310.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=32608445&dtype=basic&rid=&fid=219310&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202501%2F219310.xlsx&dname=2024%EB%85%84+12%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202412_32608445_219310_2024년_12월_업무추진비_집행내역_공개.xlsx
32377535,2024년 11월 업무추진비 집행내역 공개.xlsx,218343,/sites/default/files/expense_new/202412/218343.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=32377535&dtype=basic&rid=&fid=218343&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202412%2F218343.xlsx&dname=2024%EB%85%84+11%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202411_32377535_218343_2024년_11월_업무추진비_집행내역_공개.xlsx
32164599,2024년 10월 업무추진비 집행내역 공개_재수정.xlsx,217619,/sites/default/files/expense_new/202411/217619.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=32164599&dtype=basic&rid=&fid=217619&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202411%2F217619.xlsx&dname=2024%EB%85%84+10%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%9E%AC%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202410_32164599_217619_2024년_10월_업무추진비_집행내역_공개_재수정.xlsx
31934816,2024년 9월 업무추진비 집행내역 공개.xlsx,216426,/sites/default/files/expense_new/202410/216426.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=31934816&dtype=basic&rid=&fid=216426&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202410%2F216426.xlsx&dname=2024%EB%85%84+9%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202409_31934816_216426_2024년_9월_업무추진비_집행내역_공개.xlsx
31745785,2024년 8월 업무추진비 집행내역 공개.xlsx,215901,/sites/default/files/expense_new/202409/215901.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=31745785&dtype=basic&rid=&fid=215901&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202409%2F215901.xlsx&dname=2024%EB%85%84+8%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202408_31745785_215901_2024년_8월_업무추진비_집행내역_공개.xlsx
31543935,2024년 7월 업무추진비 집행내역 공개_재수정.xlsx,216158,/sites/default/files/expense_new/202410/216158.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=31543935&dtype=basic&rid=&fid=216158&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202410%2F216158.xlsx&dname=2024%EB%85%84+7%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%9E%AC%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202407_31543935_216158_2024년_7월_업무추진비_집행내역_공개_재수정.xlsx
31346326,2024년 6월 업무추진비 집행내역 공개.xlsx,213718,/sites/default/files/expense_new/202407/213718.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=31346326&dtype=basic&rid=&fid=213718&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202407%2F213718.xlsx&dname=2024%EB%85%84+6%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202406_31346326_213718_2024년_6월_업무추진비_집행내역_공개.xlsx
31114825,2024년 5월 업무추진비 집행내역 공개.xlsx,212683,/sites/default/files/expense_new/202406/212683.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=31114825&dtype=basic&rid=&fid=212683&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202406%2F212683.xlsx&dname=2024%EB%85%84+5%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202405_31114825_212683_2024년_5월_업무추진비_집행내역_공개.xlsx
30894235,2024년 4월 업무추진비 집행내역 공개.xlsx,211574,/sites/default/files/expense_new/202405/211574.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=30894235&dtype=basic&rid=&fid=211574&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202405%2F211574.xlsx&dname=2024%EB%85%84+4%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202404_30894235_211574_2024년_4월_업무추진비_집행내역_공개.xlsx
30715247,2024년 3월 업무추진비 집행내역 공개.xlsx,210844,/sites/default/files/expense_new/202404/210844.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=30715247&dtype=basic&rid=&fid=210844&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202404%2F210844.xlsx&dname=2024%EB%85%84+3%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202403_30715247_210844_2024년_3월_업무추진비_집행내역_공개.xlsx
30495113,2024년 2월 업무추진비 집행내역 공개.xlsx,210094,/sites/default/files/expense_new/202403/210094.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=30495113&dtype=basic&rid=&fid=210094&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202403%2F210094.xlsx&dname=2024%EB%85%84+2%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202402_30495113_210094_2024년_2월_업무추진비_집행내역_공개.xlsx
30311272,2024년 1월 업무추진비 집행내역 공개_수정.xlsx,209109,/sites/default/files/expense_new/202402/209109.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=30311272&dtype=basic&rid=&fid=209109&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202402%2F209109.xlsx&dname=2024%EB%85%84+1%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202401_30311272_209109_2024년_1월_업무추진비_집행내역_공개_수정.xlsx
30115407,★2023년 12월 업무추진비 집행내역 공개.xlsx,208104,/sites/default/files/expense_new/202401/208104.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=30115407&dtype=basic&rid=&fid=208104&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202401%2F208104.xlsx&dname=%E2%98%852023%EB%85%84+12%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202312_30115407_208104_★2023년_12월_업무추진비_집행내역_공개.xlsx
29881164,★2023년 11월 업무추진비 집행내역 공개_재수정.xlsx,207178,/sites/default/files/expense_new/202312/207178.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=29881164&dtype=basic&rid=&fid=207178&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202312%2F207178.xlsx&dname=%E2%98%852023%EB%85%84+11%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%9E%AC%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202311_29881164_207178_★2023년_11월_업무추진비_집행내역_공개_재수정.xlsx
29656011,★2023년 10월 업무추진비 집행내역 공개_수정.xlsx,206339,/sites/default/files/expense_new/202311/206339.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=29656011&dtype=basic&rid=&fid=206339&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202311%2F206339.xlsx&dname=%E2%98%852023%EB%85%84+10%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202310_29656011_206339_★2023년_10월_업무추진비_집행내역_공개_수정.xlsx
29406064,★2023년 9월 업무추진비 집행내역 공개_재수정.xlsx,205379,/sites/default/files/expense_new/202310/205379.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=29406064&dtype=basic&rid=&fid=205379&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202310%2F205379.xlsx&dname=%E2%98%852023%EB%85%84+9%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%9E%AC%EC%88%98%EC%A0%95.xlsx,data/raw_attachments/202309_29406064_205379_★2023년_9월_업무추진비_집행내역_공개_재수정.xlsx
29225005,★2023년 8월 업무추진비 집행내역 공개_최종.xlsx,204155,/sites/default/files/expense_new/202309/204155.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=29225005&dtype=basic&rid=&fid=204155&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202309%2F204155.xlsx&dname=%E2%98%852023%EB%85%84+8%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%B5%9C%EC%A2%85.xlsx,data/raw_attachments/202308_29225005_204155_★2023년_8월_업무추진비_집행내역_공개_최종.xlsx
29038258,★2023년 7월 업무추진비 집행내역 공개.xlsx,203060,/sites/default/files/expense_new/202308/203060.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=29038258&dtype=basic&rid=&fid=203060&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202308%2F203060.xlsx&dname=%E2%98%852023%EB%85%84+7%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202307_29038258_203060_★2023년_7월_업무추진비_집행내역_공개.xlsx
28823288,★2023년 6월 업무추진비 집행내역 공개_최종.xlsx,202111,/sites/default/files/expense_new/202307/202111.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=28823288&dtype=basic&rid=&fid=202111&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202307%2F202111.xlsx&dname=%E2%98%852023%EB%85%84+6%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C_%EC%B5%9C%EC%A2%85.xlsx,data/raw_attachments/202306_28823288_202111_★2023년_6월_업무추진비_집행내역_공개_최종.xlsx
28620232,☆2023년 5월 업무추진비 집행내역 공개.xlsx,201255,/sites/default/files/expense_new/202306/201255.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=28620232&dtype=basic&rid=&fid=201255&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202306%2F201255.xlsx&dname=%E2%98%862023%EB%85%84+5%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202305_28620232_201255_☆2023년_5월_업무추진비_집행내역_공개.xlsx
28428673,2023년 4월 업무추진비 집행내역 공개.xlsx,200532,/sites/default/files/expense_new/202305/200532.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=28428673&dtype=basic&rid=&fid=200532&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202305%2F200532.xlsx&dname=2023%EB%85%84+4%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202304_28428673_200532_2023년_4월_업무추진비_집행내역_공개.xlsx
28221630,2023년 3월 업무추진비 집행내역 공개.xlsx,199591,/sites/default/files/expense_new/202304/199591.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=28221630&dtype=basic&rid=&fid=199591&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202304%2F199591.xlsx&dname=2023%EB%85%84+3%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202303_28221630_199591_2023년_3월_업무추진비_집행내역_공개.xlsx
28006263,2023년 2월 업무추진비 집행내역 공개.xlsx,198540,/sites/default/files/expense_new/202303/198540.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=28006263&dtype=basic&rid=&fid=198540&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202303%2F198540.xlsx&dname=2023%EB%85%84+2%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202302_28006263_198540_2023년_2월_업무추진비_집행내역_공개.xlsx
27822602,2023년 1월 업무추진비 집행내역 공개.xlsx,198579,/sites/default/files/expense_new/202303/198579.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=27822602&dtype=basic&rid=&fid=198579&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202303%2F198579.xlsx&dname=2023%EB%85%84+1%EC%9B%94+%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84+%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD+%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202301_27822602_198579_2023년_1월_업무추진비_집행내역_공개.xlsx
27621905,2022.12월업무추진비집행내역공개.xlsx,196192,/sites/default/files/expense_new/202301/196192.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=27621905&dtype=basic&rid=&fid=196192&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202301%2F196192.xlsx&dname=2022.12%EC%9B%94%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202212_27621905_196192_2022.12월업무추진비집행내역공개.xlsx
27398518,2022.11월업무추진비집행내역공개.xlsx,195495,/sites/default/files/expense_new/202212/195495.xlsx,https://opengov.seoul.go.kr/og/com/download.php?nid=27398518&dtype=basic&rid=&fid=195495&uri=%2Fsites%2Fdefault%2Ffiles%2Fexpense_new%2F202212%2F195495.xlsx&dname=2022.11%EC%9B%94%EC%97%85%EB%AC%B4%EC%B6%94%EC%A7%84%EB%B9%84%EC%A7%91%ED%96%89%EB%82%B4%EC%97%AD%EA%B3%B5%EA%B0%9C.xlsx,data/raw_attachments/202211_27398518_195495_2022.11월업무추진비집행내역공개.xlsx
